Gravedad,Modalidad,Motivación,Área Geográfica,Crímenes Graves,Crímenes Menores,Crímenes Violentos,Crímenes No Violentos,Crímenes Motivación Económica,Crímenes de Odio,Crímenes de Pasión/Venganza,Crímenes Urbanos,Crímenes Rurales,Naturaleza,Temporalidad,Involucramiento Tecnológico,Estado del Caso,Crímenes contra Personas,Crímenes contra Propiedad,Crímenes Sexuales,Crímenes Económicos,Crímenes Periodo Anual,Crímenes Hora Día,Cibercrímenes,Crímenes Tradicionales,Casos Resueltos,Casos no resueltos
Media,Contrabando,Fraude,Mexicali,7411,9799,Asalto,Hurto,Fraude bancario,Racismo,Rencor,Vandalismo,Robo de ganado,Oportunidad,2024-06-03,Ninguno,Resuelto,8,50,14,83,118,2,1,0,83,51
Baja,Acoso verbal,Rencor,León,2262,8126,Secuestro,Hurto,Contrabando,Homofobia,Celos,Robo,Caza ilegal,Criminal,2024-06-24,Ninguno,Resuelto,1,76,66,87,719,0,0,0,66,33
Media,Acoso verbal,Rencor,Guadalajara,3862,9887,Homicidio,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Robo de ganado,Criminal,2024-09-18,Bajo,No resuelto,49,47,49,45,749,5,0,1,100,54
Media,Vandalismo,Protesta,Chihuahua,6258,301,Asalto,Hurto,Lavado de dinero,Racismo,Rencor,Asalto,Tráfico de especies,Fraude,2024-10-01,Bajo,No resuelto,59,86,12,9,410,9,0,1,33,10
Media,Fraude bancario,Personal,Tijuana,1334,9711,Violación,Robo menor,Contrabando,Racismo,Celos,Asalto,Tráfico de especies,Fraude,2023-10-22,Ninguno,Resuelto,83,61,35,98,66,17,0,1,31,98
Baja,Tráfico de drogas,Rencor,Mexicali,3705,1178,Homicidio,Fraude,Lavado de dinero,Racismo,Despecho,Robo,Robo de ganado,Criminal,2024-02-25,Ninguno,No resuelto,30,5,77,71,277,3,0,1,65,69
Baja,Vandalismo,Económica,Puebla,8783,1161,Secuestro,Fraude,Lavado de dinero,Homofobia,Celos,Asalto,Caza ilegal,Financiera,2024-06-29,Ninguno,No resuelto,97,75,35,79,355,3,0,0,32,72
Baja,Ciberacoso,Fraude,Mexicali,6258,5115,Extorsión,Robo menor,Contrabando,Xenofobia,Celos,Asalto,Caza ilegal,Oportunidad,2024-01-17,Bajo,Resuelto,86,69,45,70,158,18,0,0,98,17
Alta,Hurto menor,Personal,Veracruz,264,2336,Extorsión,Robo menor,Fraude bancario,Homofobia,Rencor,Vandalismo,Robo de ganado,Oportunidad,2023-11-05,Alto,Resuelto,46,18,77,49,765,1,0,1,65,47
Media,Fraude bancario,Personal,Toluca,4306,7427,Asalto,Hurto,Fraude bancario,Xenofobia,Despecho,Asalto,Robo de ganado,Oportunidad,2024-06-12,Ninguno,No resuelto,36,3,86,84,234,20,0,1,73,2
Baja,Acoso verbal,Rescate,Reynosa,573,875,Asalto,Robo menor,Fraude bancario,Homofobia,Despecho,Vandalismo,Tráfico de especies,Criminal,2024-05-20,Bajo,Resuelto,32,27,1,61,292,1,0,0,15,31
Alta,Fraude electrónico,Fraude,Aguascalientes,8514,5553,Asalto,Estafa,Contrabando,Racismo,Rencor,Robo,Tráfico de especies,Oportunidad,2024-04-12,Ninguno,Resuelto,97,31,76,54,873,0,0,0,91,9
Alta,Hurto menor,Rescate,Tijuana,8302,7866,Extorsión,Estafa,Fraude bancario,Xenofobia,Despecho,Robo,Robo de ganado,Fraude,2024-10-05,Alto,No resuelto,96,43,61,9,905,24,1,1,93,38
Baja,Asalto con violencia,Económica,La Paz,2639,3650,Secuestro,Fraude,Lavado de dinero,Xenofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-08-16,Alto,Resuelto,54,45,89,5,864,18,1,0,59,16
Alta,Tráfico de drogas,Económica,Hermosillo,5263,1249,Violación,Fraude,Contrabando,Xenofobia,Celos,Asalto,Tráfico de especies,Criminal,2024-10-03,Ninguno,No resuelto,21,21,53,22,144,23,0,0,12,13
Alta,Hurto menor,Oportunidad,Zacatecas,4250,2140,Violación,Fraude,Fraude bancario,Homofobia,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-09-01,Ninguno,Resuelto,62,44,53,76,719,1,0,1,34,45
Baja,Tráfico de drogas,Personal,Mérida,8176,7779,Asalto,Estafa,Fraude bancario,Racismo,Celos,Asalto,Robo de ganado,Fraude,2024-03-25,Alto,Resuelto,55,5,58,31,404,16,0,1,63,90
Alta,Contrabando,Criminal,Tijuana,1526,2939,Asalto,Estafa,Lavado de dinero,Xenofobia,Rencor,Robo,Robo de ganado,Fraude,2023-11-07,Ninguno,Resuelto,71,100,50,68,850,19,1,1,3,9
Baja,Extorsión,Financiera,Chihuahua,757,188,Violación,Estafa,Lavado de dinero,Racismo,Rencor,Asalto,Caza ilegal,Financiera,2023-11-23,Alto,Resuelto,16,19,58,71,395,12,1,1,42,63
Media,Fraude bancario,Personal,Ciudad de México,3466,1246,Homicidio,Hurto,Contrabando,Xenofobia,Rencor,Robo,Caza ilegal,Financiera,2023-11-30,Ninguno,Resuelto,5,56,50,55,995,7,1,0,92,11
Alta,Robo de vehículos,Financiera,Chihuahua,4362,931,Secuestro,Robo menor,Lavado de dinero,Homofobia,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-01-28,Bajo,Resuelto,43,26,35,81,703,18,1,1,13,82
Baja,Hurto,Oportunidad,Durango,1837,7991,Violación,Estafa,Contrabando,Homofobia,Celos,Vandalismo,Tráfico de especies,Criminal,2024-05-21,Bajo,No resuelto,72,77,66,61,729,6,1,0,40,60
Alta,Hurto menor,Personal,Mexicali,3781,3160,Homicidio,Robo menor,Fraude bancario,Homofobia,Rencor,Asalto,Tráfico de especies,Criminal,2023-10-15,Bajo,Resuelto,21,69,48,59,387,7,1,0,79,76
Baja,Contrabando,Criminal,La Paz,3592,1441,Asalto,Fraude,Contrabando,Racismo,Celos,Asalto,Tráfico de especies,Oportunidad,2024-09-19,Ninguno,No resuelto,99,25,19,64,17,6,0,1,2,91
Alta,Hurto menor,Fraude,Tijuana,3181,6287,Secuestro,Fraude,Contrabando,Racismo,Rencor,Vandalismo,Robo de ganado,Oportunidad,2023-11-04,Bajo,No resuelto,55,38,16,13,227,1,1,0,41,72
Media,Fraude bancario,Rescate,Mérida,5422,2543,Violación,Fraude,Contrabando,Xenofobia,Despecho,Asalto,Tráfico de especies,Criminal,2024-05-29,Bajo,No resuelto,60,52,49,64,425,6,0,0,63,96
Alta,Extorsión,Protesta,Toluca,3327,8719,Homicidio,Robo menor,Contrabando,Racismo,Rencor,Asalto,Tráfico de especies,Oportunidad,2024-03-12,Bajo,No resuelto,11,71,75,28,785,14,0,1,92,11
Media,Fraude bancario,Criminal,La Paz,2447,3805,Asalto,Robo menor,Lavado de dinero,Racismo,Celos,Asalto,Robo de ganado,Criminal,2024-05-22,Bajo,No resuelto,15,83,77,15,462,10,1,1,31,6
Alta,Extorsión,Oportunidad,Guadalajara,2515,8339,Asalto,Fraude,Lavado de dinero,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Criminal,2024-09-15,Bajo,No resuelto,34,45,71,87,725,2,0,1,46,51
Media,Homicidio,Oportunidad,Toluca,6167,6741,Violación,Hurto,Contrabando,Xenofobia,Rencor,Asalto,Tráfico de especies,Financiera,2024-06-14,Ninguno,No resuelto,46,30,81,0,400,10,1,1,94,37
Baja,Fraude bancario,Oportunidad,Zacatecas,8392,4873,Asalto,Fraude,Lavado de dinero,Racismo,Despecho,Asalto,Tráfico de especies,Financiera,2024-06-11,Ninguno,No resuelto,97,59,68,93,260,9,0,1,100,39
Alta,Estafa,Fraude,Saltillo,4472,7882,Secuestro,Hurto,Fraude bancario,Homofobia,Despecho,Asalto,Caza ilegal,Criminal,2024-06-02,Alto,No resuelto,35,2,72,30,191,0,1,0,37,56
Baja,Robo de identidad,Protesta,Tijuana,1917,6956,Homicidio,Fraude,Fraude bancario,Xenofobia,Rencor,Vandalismo,Tráfico de especies,Financiera,2024-08-09,Alto,Resuelto,78,83,58,55,924,10,0,0,98,92
Media,Tráfico de drogas,Rescate,Tijuana,9066,6458,Asalto,Hurto,Fraude bancario,Homofobia,Celos,Vandalismo,Tráfico de especies,Criminal,2024-07-15,Alto,Resuelto,49,74,23,39,504,17,0,1,38,21
Baja,Acoso verbal,Fraude,Veracruz,6244,2106,Secuestro,Robo menor,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2024-07-31,Alto,Resuelto,25,77,31,100,321,23,0,0,27,45
Alta,Acoso verbal,Rescate,León,1142,7780,Homicidio,Fraude,Lavado de dinero,Racismo,Celos,Robo,Tráfico de especies,Oportunidad,2024-03-20,Ninguno,No resuelto,16,29,78,81,894,0,1,0,57,30
Media,Vandalismo,Criminal,Guadalajara,8129,2305,Extorsión,Estafa,Contrabando,Homofobia,Rencor,Robo,Caza ilegal,Financiera,2024-10-03,Ninguno,Resuelto,81,85,70,44,362,7,0,1,97,10
Baja,Contrabando,Personal,Durango,2312,5314,Asalto,Fraude,Fraude bancario,Racismo,Rencor,Robo,Caza ilegal,Financiera,2024-01-13,Alto,No resuelto,18,87,81,87,675,22,1,0,20,16
Baja,Tráfico de drogas,Protesta,Torreón,4928,3977,Homicidio,Estafa,Lavado de dinero,Racismo,Rencor,Robo,Tráfico de especies,Oportunidad,2024-04-13,Ninguno,Resuelto,98,15,33,23,881,9,0,1,70,21
Alta,Tráfico de drogas,Protesta,Mérida,341,3672,Extorsión,Estafa,Fraude bancario,Racismo,Despecho,Vandalismo,Robo de ganado,Oportunidad,2024-10-05,Ninguno,Resuelto,19,54,5,65,785,5,0,0,8,77
Alta,Violencia doméstica,Personal,Veracruz,7654,1077,Secuestro,Robo menor,Fraude bancario,Racismo,Celos,Asalto,Caza ilegal,Oportunidad,2024-02-25,Ninguno,Resuelto,18,85,90,72,292,1,0,0,56,92
Baja,Estafa,Rencor,Toluca,4052,3005,Homicidio,Fraude,Contrabando,Xenofobia,Despecho,Robo,Tráfico de especies,Oportunidad,2024-09-14,Alto,Resuelto,50,88,81,87,154,16,0,0,11,69
Media,Tráfico de drogas,Rescate,Durango,6375,204,Violación,Fraude,Lavado de dinero,Racismo,Celos,Robo,Caza ilegal,Oportunidad,2024-05-08,Ninguno,Resuelto,59,93,87,76,673,4,0,0,41,67
Baja,Secuestro,Criminal,Chihuahua,2046,3770,Homicidio,Robo menor,Contrabando,Xenofobia,Celos,Robo,Robo de ganado,Financiera,2024-09-11,Bajo,Resuelto,6,69,32,81,766,2,0,0,14,30
Media,Secuestro,Rencor,Reynosa,4029,7295,Extorsión,Robo menor,Lavado de dinero,Racismo,Despecho,Robo,Robo de ganado,Criminal,2024-09-05,Ninguno,Resuelto,86,90,83,17,962,16,0,0,45,60
Baja,Tráfico de drogas,Personal,Aguascalientes,5429,294,Extorsión,Hurto,Fraude bancario,Xenofobia,Rencor,Robo,Caza ilegal,Oportunidad,2024-03-25,Bajo,Resuelto,37,74,99,64,860,23,1,0,41,60
Media,Ciberacoso,Oportunidad,Puebla,8534,9134,Homicidio,Hurto,Contrabando,Racismo,Celos,Robo,Robo de ganado,Oportunidad,2023-10-20,Alto,Resuelto,79,29,7,38,816,6,1,1,96,50
Baja,Fraude bancario,Financiera,Guadalajara,1157,3357,Extorsión,Robo menor,Fraude bancario,Racismo,Celos,Asalto,Caza ilegal,Oportunidad,2024-04-25,Bajo,No resuelto,18,67,31,89,629,6,1,1,19,14
Baja,Fraude electrónico,Rescate,León,7553,8852,Asalto,Estafa,Fraude bancario,Homofobia,Rencor,Robo,Tráfico de especies,Criminal,2024-08-03,Alto,No resuelto,9,35,87,93,820,8,0,1,35,96
Media,Violencia doméstica,Criminal,Querétaro,5660,6060,Asalto,Robo menor,Lavado de dinero,Homofobia,Despecho,Robo,Tráfico de especies,Financiera,2024-07-13,Bajo,No resuelto,7,63,19,28,293,22,0,1,16,6
Alta,Hurto menor,Protesta,Tijuana,9703,5956,Secuestro,Fraude,Lavado de dinero,Racismo,Rencor,Vandalismo,Robo de ganado,Oportunidad,2023-11-13,Ninguno,Resuelto,78,64,37,67,365,8,0,0,22,78
Media,Hurto menor,Fraude,Ciudad de México,1265,1029,Extorsión,Fraude,Fraude bancario,Racismo,Celos,Robo,Tráfico de especies,Fraude,2024-06-19,Ninguno,Resuelto,100,24,30,65,620,10,0,0,46,80
Alta,Hurto,Económica,Veracruz,568,6362,Extorsión,Robo menor,Contrabando,Xenofobia,Celos,Vandalismo,Robo de ganado,Oportunidad,2024-10-04,Ninguno,No resuelto,39,29,13,20,911,10,1,0,54,1
Alta,Fraude electrónico,Criminal,Veracruz,2560,7268,Asalto,Hurto,Contrabando,Homofobia,Celos,Vandalismo,Caza ilegal,Financiera,2024-04-25,Bajo,No resuelto,45,24,48,26,247,6,1,1,34,81
Media,Robo de vehículos,Económica,Toluca,5848,2046,Violación,Fraude,Fraude bancario,Xenofobia,Celos,Vandalismo,Robo de ganado,Criminal,2023-12-06,Alto,Resuelto,23,9,41,39,661,22,1,1,13,71
Media,Hurto,Criminal,Mexicali,7544,2489,Violación,Robo menor,Contrabando,Xenofobia,Rencor,Asalto,Robo de ganado,Oportunidad,2024-08-09,Ninguno,No resuelto,62,4,45,41,876,18,1,0,84,95
Baja,Robo de vehículos,Personal,Aguascalientes,8746,528,Secuestro,Hurto,Fraude bancario,Racismo,Celos,Asalto,Tráfico de especies,Oportunidad,2024-01-28,Alto,Resuelto,11,70,26,25,323,18,0,1,65,50
Alta,Robo de vehículos,Oportunidad,La Paz,2020,4228,Extorsión,Estafa,Contrabando,Homofobia,Rencor,Asalto,Tráfico de especies,Financiera,2024-02-14,Bajo,No resuelto,39,8,42,81,48,4,0,1,63,76
Baja,Acoso verbal,Protesta,Puebla,4802,4269,Asalto,Fraude,Contrabando,Xenofobia,Despecho,Asalto,Caza ilegal,Criminal,2024-05-02,Ninguno,Resuelto,31,42,84,30,554,10,0,1,81,62
Media,Acoso verbal,Criminal,León,9896,2977,Extorsión,Hurto,Contrabando,Xenofobia,Celos,Asalto,Robo de ganado,Fraude,2024-04-21,Ninguno,Resuelto,89,94,65,15,962,11,1,1,24,99
Baja,Hurto,Personal,La Paz,3270,1072,Extorsión,Hurto,Contrabando,Xenofobia,Celos,Asalto,Caza ilegal,Criminal,2024-05-14,Ninguno,Resuelto,51,84,86,79,599,13,1,0,97,89
Media,Ciberacoso,Personal,Mérida,9194,8447,Extorsión,Hurto,Fraude bancario,Homofobia,Despecho,Robo,Robo de ganado,Criminal,2024-04-12,Alto,No resuelto,54,87,77,33,347,24,0,1,59,60
Alta,Hurto menor,Fraude,Reynosa,5535,7771,Asalto,Robo menor,Fraude bancario,Xenofobia,Celos,Asalto,Tráfico de especies,Financiera,2024-09-10,Ninguno,Resuelto,61,39,97,2,113,14,0,1,40,53
Baja,Vandalismo,Fraude,Durango,4798,7743,Homicidio,Fraude,Contrabando,Homofobia,Rencor,Robo,Tráfico de especies,Oportunidad,2024-06-28,Ninguno,No resuelto,89,93,73,22,786,10,0,0,51,70
Alta,Robo de vehículos,Financiera,Hermosillo,1462,2705,Secuestro,Fraude,Fraude bancario,Homofobia,Rencor,Asalto,Tráfico de especies,Fraude,2024-01-01,Alto,No resuelto,49,71,80,89,802,16,0,1,95,38
Baja,Homicidio,Económica,Mexicali,3619,4672,Violación,Fraude,Lavado de dinero,Racismo,Celos,Robo,Caza ilegal,Oportunidad,2024-05-08,Bajo,Resuelto,71,87,13,15,685,8,1,0,13,65
Media,Secuestro,Protesta,Torreón,2484,4800,Violación,Robo menor,Lavado de dinero,Racismo,Rencor,Asalto,Tráfico de especies,Criminal,2024-06-04,Alto,Resuelto,84,68,66,91,756,16,1,0,78,37
Media,Ciberacoso,Rescate,Guadalajara,3267,3482,Secuestro,Hurto,Lavado de dinero,Homofobia,Rencor,Vandalismo,Caza ilegal,Oportunidad,2024-09-07,Ninguno,No resuelto,87,68,71,73,594,21,1,1,62,9
Alta,Tráfico de drogas,Financiera,Chihuahua,555,9843,Secuestro,Robo menor,Fraude bancario,Racismo,Rencor,Vandalismo,Robo de ganado,Fraude,2024-03-26,Bajo,Resuelto,54,38,7,43,478,1,0,1,12,17
Alta,Hurto,Protesta,Querétaro,1064,3338,Asalto,Estafa,Lavado de dinero,Xenofobia,Despecho,Robo,Robo de ganado,Financiera,2024-03-05,Alto,No resuelto,19,45,58,43,102,18,1,1,50,46
Media,Hurto menor,Rescate,Tijuana,5451,411,Asalto,Hurto,Lavado de dinero,Racismo,Rencor,Vandalismo,Caza ilegal,Criminal,2024-02-04,Ninguno,No resuelto,27,74,89,46,956,1,0,1,48,62
Media,Acoso verbal,Fraude,León,6176,708,Secuestro,Estafa,Lavado de dinero,Homofobia,Despecho,Vandalismo,Robo de ganado,Fraude,2024-01-28,Bajo,Resuelto,73,81,13,78,134,0,0,1,59,31
Media,Vandalismo,Personal,Torreón,5638,1903,Violación,Fraude,Fraude bancario,Racismo,Celos,Asalto,Tráfico de especies,Fraude,2024-09-22,Alto,No resuelto,42,53,77,24,743,19,1,1,37,4
Alta,Contrabando,Criminal,La Paz,6046,3973,Secuestro,Hurto,Contrabando,Homofobia,Celos,Asalto,Caza ilegal,Criminal,2024-07-21,Alto,Resuelto,97,29,2,83,303,16,0,0,92,84
Alta,Vandalismo,Protesta,Querétaro,1904,6594,Extorsión,Robo menor,Fraude bancario,Racismo,Despecho,Vandalismo,Tráfico de especies,Financiera,2024-07-31,Bajo,Resuelto,88,16,79,20,290,3,0,0,43,23
Alta,Fraude electrónico,Fraude,Puebla,783,5224,Violación,Estafa,Fraude bancario,Xenofobia,Celos,Robo,Tráfico de especies,Financiera,2023-12-17,Alto,Resuelto,8,76,4,6,622,14,0,0,38,23
Baja,Contrabando,Financiera,León,3683,4795,Extorsión,Hurto,Fraude bancario,Racismo,Despecho,Asalto,Tráfico de especies,Oportunidad,2023-11-06,Alto,Resuelto,87,99,51,72,374,15,0,1,22,66
Baja,Fraude electrónico,Rescate,Mexicali,4730,1954,Asalto,Hurto,Contrabando,Racismo,Despecho,Robo,Caza ilegal,Oportunidad,2024-08-26,Ninguno,No resuelto,17,17,66,80,170,21,0,0,10,78
Media,Robo de vehículos,Rescate,Querétaro,1377,2622,Asalto,Estafa,Lavado de dinero,Xenofobia,Celos,Vandalismo,Caza ilegal,Criminal,2024-10-04,Bajo,No resuelto,54,45,50,22,33,4,1,0,30,26
Baja,Daños a la propiedad,Protesta,Guadalajara,8888,4220,Extorsión,Hurto,Lavado de dinero,Xenofobia,Rencor,Robo,Robo de ganado,Financiera,2024-06-01,Bajo,No resuelto,72,40,57,5,934,12,1,1,42,53
Baja,Vandalismo,Económica,Ciudad de México,2687,963,Asalto,Fraude,Lavado de dinero,Racismo,Celos,Asalto,Tráfico de especies,Oportunidad,2024-08-03,Ninguno,No resuelto,10,29,100,69,52,8,1,1,1,18
Media,Vandalismo,Rescate,Ciudad de México,9106,1947,Secuestro,Estafa,Contrabando,Homofobia,Rencor,Vandalismo,Caza ilegal,Criminal,2024-09-26,Bajo,Resuelto,85,24,66,36,567,2,0,1,37,93
Baja,Homicidio,Rescate,Saltillo,2823,1157,Homicidio,Hurto,Lavado de dinero,Xenofobia,Despecho,Vandalismo,Caza ilegal,Oportunidad,2023-11-30,Ninguno,Resuelto,97,92,52,42,797,4,1,0,92,3
Baja,Extorsión,Rescate,Zacatecas,8422,1090,Violación,Hurto,Fraude bancario,Homofobia,Rencor,Vandalismo,Robo de ganado,Fraude,2024-01-03,Alto,Resuelto,100,86,40,27,69,24,0,1,61,2
Media,Ciberacoso,Protesta,Torreón,4952,918,Asalto,Robo menor,Contrabando,Xenofobia,Despecho,Vandalismo,Robo de ganado,Financiera,2023-12-17,Bajo,No resuelto,80,100,17,76,660,16,1,1,15,24
Alta,Daños a la propiedad,Oportunidad,Durango,8002,7233,Asalto,Hurto,Lavado de dinero,Racismo,Despecho,Asalto,Robo de ganado,Financiera,2024-09-14,Bajo,Resuelto,73,27,33,43,296,5,1,1,65,11
Media,Estafa,Económica,Hermosillo,7575,3454,Secuestro,Estafa,Lavado de dinero,Xenofobia,Despecho,Vandalismo,Robo de ganado,Financiera,2024-06-08,Bajo,Resuelto,74,52,44,9,264,19,0,0,98,86
Alta,Secuestro,Criminal,Monterrey,9574,9398,Homicidio,Fraude,Lavado de dinero,Xenofobia,Celos,Robo,Robo de ganado,Fraude,2024-09-02,Alto,Resuelto,61,2,50,16,782,15,1,1,66,19
Media,Secuestro,Personal,Guadalajara,9920,5115,Secuestro,Estafa,Fraude bancario,Homofobia,Despecho,Robo,Robo de ganado,Financiera,2023-10-12,Bajo,No resuelto,45,2,3,10,101,16,0,0,28,89
Alta,Robo de vehículos,Rescate,Veracruz,7104,374,Secuestro,Estafa,Contrabando,Homofobia,Despecho,Vandalismo,Caza ilegal,Fraude,2024-08-05,Alto,Resuelto,31,53,37,89,228,12,0,1,49,74
Media,Acoso verbal,Fraude,Mérida,152,6541,Asalto,Robo menor,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Criminal,2024-05-03,Bajo,No resuelto,48,85,57,42,804,0,1,1,90,36
Media,Robo de identidad,Fraude,Mérida,9995,4643,Homicidio,Robo menor,Contrabando,Homofobia,Celos,Asalto,Robo de ganado,Financiera,2023-12-29,Ninguno,No resuelto,37,3,95,58,43,19,0,0,8,40
Baja,Hurto menor,Fraude,Chihuahua,7656,9261,Extorsión,Hurto,Contrabando,Homofobia,Celos,Robo,Robo de ganado,Criminal,2024-07-14,Alto,No resuelto,74,0,7,59,568,10,0,0,79,60
Alta,Tráfico de drogas,Criminal,Toluca,998,2189,Homicidio,Robo menor,Lavado de dinero,Racismo,Rencor,Asalto,Caza ilegal,Fraude,2023-10-28,Ninguno,No resuelto,16,43,19,55,188,9,0,0,65,83
Alta,Robo de vehículos,Personal,La Paz,3481,6329,Asalto,Fraude,Contrabando,Homofobia,Rencor,Robo,Caza ilegal,Fraude,2024-04-01,Ninguno,Resuelto,28,94,95,13,903,14,1,0,85,66
Media,Estafa,Rencor,Durango,1403,7278,Asalto,Estafa,Fraude bancario,Homofobia,Despecho,Asalto,Tráfico de especies,Oportunidad,2024-08-26,Ninguno,No resuelto,46,64,12,89,791,24,1,1,20,17
Media,Secuestro,Rencor,Mexicali,5359,6553,Secuestro,Fraude,Contrabando,Xenofobia,Despecho,Asalto,Tráfico de especies,Oportunidad,2023-11-14,Bajo,Resuelto,83,34,44,46,877,18,1,0,91,6
Alta,Secuestro,Criminal,Chihuahua,4953,3637,Homicidio,Hurto,Lavado de dinero,Xenofobia,Rencor,Asalto,Tráfico de especies,Financiera,2024-05-24,Ninguno,No resuelto,27,77,33,59,342,21,0,0,45,35
Alta,Hurto,Económica,Toluca,5465,9273,Violación,Hurto,Contrabando,Homofobia,Despecho,Vandalismo,Robo de ganado,Fraude,2024-04-07,Bajo,No resuelto,17,38,17,17,422,23,0,1,5,38
Media,Contrabando,Criminal,Durango,8021,1485,Extorsión,Robo menor,Lavado de dinero,Homofobia,Celos,Vandalismo,Caza ilegal,Fraude,2024-05-04,Alto,No resuelto,97,18,78,100,880,9,0,0,91,64
Alta,Estafa,Financiera,Puebla,982,410,Asalto,Robo menor,Contrabando,Homofobia,Rencor,Vandalismo,Caza ilegal,Criminal,2024-05-31,Bajo,No resuelto,83,4,53,11,69,14,0,1,91,74
Media,Hurto,Rescate,Aguascalientes,677,5644,Secuestro,Robo menor,Lavado de dinero,Homofobia,Celos,Vandalismo,Tráfico de especies,Criminal,2024-09-27,Bajo,Resuelto,90,22,54,7,695,6,0,0,50,45
Baja,Fraude electrónico,Fraude,Guadalajara,2094,7630,Homicidio,Robo menor,Fraude bancario,Racismo,Rencor,Vandalismo,Tráfico de especies,Financiera,2023-12-03,Alto,Resuelto,81,11,65,82,63,16,0,1,5,65
Alta,Secuestro,Financiera,Mexicali,5952,9166,Extorsión,Fraude,Lavado de dinero,Homofobia,Rencor,Vandalismo,Tráfico de especies,Fraude,2024-02-07,Alto,Resuelto,8,37,99,19,152,4,1,1,25,73
Media,Estafa,Criminal,Toluca,1667,2981,Secuestro,Robo menor,Fraude bancario,Racismo,Despecho,Asalto,Tráfico de especies,Criminal,2024-01-15,Bajo,No resuelto,30,15,30,36,374,14,1,0,5,96
Baja,Fraude electrónico,Rescate,León,9859,242,Homicidio,Robo menor,Contrabando,Racismo,Celos,Robo,Robo de ganado,Criminal,2023-10-29,Ninguno,Resuelto,81,53,44,72,254,13,0,0,27,24
Baja,Secuestro,Financiera,Chihuahua,9507,7371,Extorsión,Estafa,Fraude bancario,Racismo,Rencor,Asalto,Tráfico de especies,Fraude,2024-05-15,Ninguno,No resuelto,17,33,21,96,896,8,0,1,93,51
Media,Homicidio,Personal,Hermosillo,2717,3007,Homicidio,Fraude,Contrabando,Xenofobia,Rencor,Asalto,Robo de ganado,Criminal,2023-10-16,Ninguno,Resuelto,36,65,8,82,75,19,0,0,44,100
Baja,Vandalismo,Criminal,Durango,4892,3608,Extorsión,Estafa,Fraude bancario,Racismo,Despecho,Vandalismo,Robo de ganado,Fraude,2024-07-31,Bajo,No resuelto,60,4,44,16,376,15,1,0,23,51
Baja,Hurto,Fraude,Mexicali,4321,9210,Violación,Fraude,Fraude bancario,Homofobia,Despecho,Robo,Tráfico de especies,Oportunidad,2024-05-13,Ninguno,No resuelto,25,38,1,36,496,4,1,1,16,26
Media,Estafa,Personal,Tijuana,4285,6741,Extorsión,Robo menor,Contrabando,Racismo,Celos,Vandalismo,Tráfico de especies,Financiera,2024-03-19,Alto,No resuelto,81,8,52,99,759,11,1,0,87,11
Alta,Violencia doméstica,Económica,Aguascalientes,1070,698,Violación,Robo menor,Lavado de dinero,Xenofobia,Despecho,Robo,Caza ilegal,Oportunidad,2024-06-08,Ninguno,Resuelto,76,1,92,92,879,10,1,1,26,53
Alta,Fraude bancario,Protesta,León,4492,8820,Secuestro,Hurto,Contrabando,Racismo,Despecho,Asalto,Tráfico de especies,Financiera,2024-08-05,Ninguno,Resuelto,9,20,41,1,635,17,1,0,70,38
Baja,Robo de vehículos,Rescate,Aguascalientes,5111,4043,Homicidio,Hurto,Contrabando,Racismo,Despecho,Vandalismo,Robo de ganado,Fraude,2024-10-02,Ninguno,No resuelto,67,97,33,2,415,21,1,0,66,40
Alta,Vandalismo,Criminal,Monterrey,2862,6992,Homicidio,Robo menor,Fraude bancario,Racismo,Despecho,Robo,Caza ilegal,Oportunidad,2024-03-11,Bajo,No resuelto,0,54,52,17,123,8,1,0,26,37
Alta,Homicidio,Personal,Saltillo,7902,1502,Secuestro,Hurto,Fraude bancario,Homofobia,Rencor,Asalto,Robo de ganado,Criminal,2023-12-23,Bajo,Resuelto,73,75,25,40,583,6,0,1,74,15
Alta,Secuestro,Protesta,León,5321,8832,Asalto,Estafa,Fraude bancario,Homofobia,Celos,Asalto,Caza ilegal,Fraude,2024-09-19,Ninguno,Resuelto,20,72,82,98,542,5,1,1,89,75
Alta,Hurto menor,Rescate,Hermosillo,4131,2150,Violación,Hurto,Fraude bancario,Racismo,Rencor,Asalto,Tráfico de especies,Criminal,2024-04-16,Alto,Resuelto,86,33,42,50,14,8,0,0,65,25
Alta,Vandalismo,Fraude,Torreón,1349,7658,Extorsión,Hurto,Lavado de dinero,Xenofobia,Celos,Vandalismo,Tráfico de especies,Oportunidad,2023-10-23,Alto,Resuelto,57,95,81,7,550,7,1,0,16,54
Baja,Vandalismo,Rencor,Guadalajara,4711,3,Extorsión,Estafa,Contrabando,Racismo,Celos,Vandalismo,Robo de ganado,Oportunidad,2024-07-05,Ninguno,Resuelto,100,33,14,96,904,7,1,1,59,90
